accessed_at,bpom_regulation,btp_name_raw,confidence_level,dataset,functional_category,ins_number,record_id,source_url,verification_status
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Ester propilen glikol asam lemak (Propylene glycol esters,high,btp_regulation,Pengemulsi,477,bpom-btp-74,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Sorbitan tristearat (Sorbitan tristearat),high,btp_regulation,Pengemulsi,492,bpom-btp-75,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Pati modifikasi enzim (Enzymed treated 1,high,btp_regulation,Pengemulsi,405,bpom-btp-76,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Rumput laut eucheuma olahan (Processed 407a eucheuma seaweed) 12. Gom kacang lokus (Locust bean gum),high,btp_regulation,Pengental,410,bpom-btp-77,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Ester gliserol resin kayu (Glycerol ester of,high,btp_regulation,Pengental,445(iii),bpom-btp-78,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Selulosa mikrokristalin (Microcrystalline,high,btp_regulation,Pengental,460(i),bpom-btp-79,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Hidroksipropil selulosa (Hydroxypropyl,high,btp_regulation,Pengental,463,bpom-btp-80,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Natrium karboksimetil selulosa (Sodium,high,btp_regulation,Pengental,466,bpom-btp-81,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,"Natrium karboksimetil selulosa hidrolisa enzim (Sodium carboxymethyl cellulose,",high,btp_regulation,Pengental,469,bpom-btp-82,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Mono dan digliserida asam lemak (Mono-,high,btp_regulation,Pengental,471,bpom-btp-83,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Fosfat dipati fosfat (Phosphated distarch 1,high,btp_regulation,Pengental,413,bpom-btp-84,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Dipati fosfat terasetilasi (Acetylated 1,high,btp_regulation,Pengental,414,bpom-btp-85,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Dipati adipat terasetilasi (Acetylated 1,high,btp_regulation,Pengental,422,bpom-btp-86,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Hidroksipropil dipati fosfat (Hydroxypropyl 1,high,btp_regulation,Pengental,442,bpom-btp-87,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Pati natrium oktenilsuksinat (Starch 1,high,btp_regulation,Pengental,450,bpom-btp-88,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Asam L-glutamat dan garamnya (L-Glutamic acid and its salts): Asam L-glutamat (L-Glutamic acid),high,btp_regulation,Penguat rasa,620,bpom-btp-89,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Asam guanilat dan garamnya (Guanylic acid and its salts): Asam 5’-guanilat (5’-Guanylic acid),high,btp_regulation,Penguat rasa,626,bpom-btp-90,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Kalsium 5’-guanilat (Calcium 5’- guanylate),high,btp_regulation,Penguat rasa,629,bpom-btp-91,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Asam inosinat dan garamnya (Inosinic acid and its salts): Asam 5’- inosinat (5’-Inosinic acid),high,btp_regulation,Penguat rasa,630,bpom-btp-92,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Kalsium 5’- inosinat (Calcium 5’- inosinate),high,btp_regulation,Penguat rasa,633,bpom-btp-93,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Garam-garam dari 5’- ribonukleotida (Salts of 5’ – ribonucleotides): Kalsium 5’- ribonukleotida (Calcium 5’-,high,btp_regulation,Penguat rasa,634,bpom-btp-94,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Natrium dihidrogen sitrat (Sodium,high,btp_regulation,Penstabil,331(i),bpom-btp-95,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Dinatrium monohidrogen sitrat (Disodium,high,btp_regulation,Penstabil,331(ii),bpom-btp-96,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Kalium dihidrogen sitrat (Potassium,high,btp_regulation,Penstabil,332(i),bpom-btp-97,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Kalsium fosfat (Calcium phosphates): Monokalsium fosfat (Monocalcium,high,btp_regulation,Penstabil,341(i),bpom-btp-98,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Dikalsium fosfat (Dicalcium orthophosphate),high,btp_regulation,Penstabil,341(ii),bpom-btp-99,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Rumput laut eucheuma olahan (Processed 407a eucheuma seaweed) 29. Gom kacang lokus (Locust bean gum),high,btp_regulation,Penstabil,410,bpom-btp-100,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Ester gliserol resin kayu (Glycerol ester of,high,btp_regulation,Penstabil,445(iii),bpom-btp-101,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Tetranatrium difosfat (Tetrasodium,high,btp_regulation,Penstabil,450(iii),bpom-btp-102,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Tetrakalium difosfat (Tetrapotassium,high,btp_regulation,Penstabil,450(v),bpom-btp-103,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,"Natrium karboksimetil selulosa hidrolisa enzim (Sodium carboxymethyl cellulose,",high,btp_regulation,Penstabil,469,bpom-btp-104,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,"Asam miristat, palmitat dan stearat dan garamnya(kalsium, kalium, dan natrium (Ca, K, Na) (Myristic, palmitic & stearic acids",high,btp_regulation,Penstabil,470(i),bpom-btp-105,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,"Garam-garam dari asam oleat dengan kalsium, kalium dan natrium (Ca, K, Na)",high,btp_regulation,Penstabil,470(ii),bpom-btp-106,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Mono dan digliserida asam lemak (Mono-,high,btp_regulation,Penstabil,471,bpom-btp-107,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Ester poligliserol asam risinoleat terinteresterifikasi (Polyglycerol esters of,high,btp_regulation,Penstabil,476,bpom-btp-108,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Natrium hidrogen karbonat (Sodium,high,btp_regulation,Penstabil,500(ii),bpom-btp-109,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Kalium hidrogen karbonat (Potassium,high,btp_regulation,Penstabil,501(ii),bpom-btp-110,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Amonium hidrogen karbonat (Ammonium,high,btp_regulation,Penstabil,503(ii),bpom-btp-111,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Natrium stearoil-2-laktilat (Sodium stearoyl-,high,btp_regulation,Perlakuan Tepung,481(i),bpom-btp-112,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,"Riboflavin (Riboflavins): Riboflavin (sintetik) (Riboflavin, synthetic)",high,btp_regulation,Pewarna,101(i),bpom-btp-113,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Riboflavin 5’- natrium fosfat (Riboflavin 5',high,btp_regulation,Pewarna,101(ii),bpom-btp-114,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Karmin dan ekstrak cochineal CI. No. 75470 (Carmines and cochineal extract): Karmin CI. No. 75470 (Carmines),high,btp_regulation,Pewarna,120,bpom-btp-115,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Klorofil dan klorofilin tembaga kompleks CI. copper complexes) Klorofil tembaga kompleks CI. No. 75,high,btp_regulation,Pewarna,810,bpom-btp-116,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Klorofilin tembaga kompleks CI. No. 75,high,btp_regulation,Pewarna,815,bpom-btp-117,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,"(Chlorophyllin copper complexes, sodium",high,btp_regulation,Pewarna,141(ii),bpom-btp-118,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Karbon tanaman CI. 77266 (Vegetable,high,btp_regulation,Pewarna,153,bpom-btp-119,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Extract from Tomato) Beta-apo-8’-karotenal CI. No. 40820 (beta- 160e Apo-8'- Carotenal) Etil ester dari beta-apo-8’asam karotenoat CI. No. 40825 (beta-apo-8'-Carotenoic acid 160f ethyl ester) 14. Merah bit (Beet red),high,btp_regulation,Pewarna,162,bpom-btp-120,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Titanium dioksida CI. No. 77891 (Titanium,high,btp_regulation,Pewarna,171,bpom-btp-121,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Biru berlian FCF CI No. 42090 (Brilliant,high,btp_regulation,Pewarna,133,bpom-btp-122,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Butana (Butane) 943a 4. Propana (Propane),high,btp_regulation,Propelan,944,bpom-btp-123,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
2026-09-15T06:36:25.664905+00:00,Peraturan BPOM Nomor 11 Tahun 2019 tentang Bahan Tambahan Pangan,Kalsium dinatrium etilen diamin tetra asetat (Calcium disodium ethylene diamine,high,btp_regulation,Sekuestran,385,bpom-btp-124,https://jdih.pom.go.id/download/rule/848/11/2019/Bahan%20Tambahan%20Pangan,extracted from official BPOM regulation Annex I; review OCR/text segmentation before production use
