record_id,barcode,food_name,food_name_id,brand,categories,ingredients_as_label,allergens,labels,origins,countries,packaging,quantity,serving_size,stores,manufacturing_places,energy_kj_100g,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,source_url,source_api_url,accessed_at,source_type,license,verification_status,confidence_level,quality_flags
off-id-8992858527308,8992858527308,Hydro Coco - Original 250ml,Hydro Coco - Original 250ml,Kalbe,en:beverages-and-beverages-preparations | en:plant-based-foods-and-beverages | en:beverages | en:plant-based-foods | en:fruit-based-foods-and-beverages | en:fruits-and-vegetables-based-foods | en:fruit-based-foods | en:plant-based-beverages | en:fruit-based-beverages | en:coconuts-and-their-products | en:coconut-waters,RH 60,,en:halal | en:no-preservatives,,en:indonesia,,250ml,250 ml,,,127.6,24,0,0,6,2.8,3.2,0,0.041,0.0164,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-9556001288561,9556001288561,Nescafe Caramel Macchiato,Nescafe Caramel Macchiato,NESCAFE,en:beverages-and-beverages-preparations | en:plant-based-foods-and-beverages | en:plant-based-foods | en:dairies | en:beverage-preparations | en:instant-beverages | en:coffees | en:instant-coffees,RH-60,,en:halal,en:indonesia,en:indonesia,,220ml,220ml,,,209.545454545455,50,1.36363636363636,1.36363636363636,9.09090909090909,7.27272727272727,,1.36363636363636,0.0522727272727273,0.0209090909090909,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8998866202732,8998866202732,milku stroberi 200ml,milku stroberi 200ml,wings food,id:Milk beverage,Rh 30,,,,en:indonesia,,200ml,200ml,,,314,75,2,1.5,11,5.5,,3,0.0065,0.0026,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_labels
off-id-8995102703091,8995102703091,Bumbu Kuah Bakso,Bumbu Kuah Bakso,Mama Suka,en:condiments | id:Bumbu Kuah Bakso Rasa Sapi,"Garam, bumbu rasa sapi (mengandung kedelai), penguat rasa ( mengandung mononatrium Gulmat, Dinatrium 5-Ribonukleotida), Rempah, Gula.",,en:nutriscore,en:indonesia,en:indonesia,,8 g,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_core_nutrition
off-id-3451790019739,3451790019739,Elle & vire desserts lactes fruits peche,,Elle & Vire,en:beverages-and-beverages-preparations | en:beverages | en:dairies | en:fermented-foods | en:fermented-milk-products | en:desserts | en:dairy-desserts | en:dairy-drinks | en:fermented-dairy-desserts | en:fermented-drinks | en:fermented-dairy-desserts-with-fruits | en:fermented-milk-drinks | en:yogurts | en:fruit-yogurts | en:fermented-milk-drinks-with-fruits | en:Produit laitier,"LAIT écrémé de vache, eau, sucre, pêche (5,6%), crème de LAIT de vache,
 fécule, additifs alimentaires : stabilisant : pectine, agar-agar, arômes naturels
 (goût pêche)",en:milk | en:Lait,,,en:belgium | en:cote-d-ivoire | en:france | en:germany | en:indonesia | en:iraq | en:ireland | en:lebanon | en:luxembourg | en:spain | en:united-arab-emirates | en:united-kingdom,en:pot-polymere-et-materiau-composite,4 x 125 g,125 g,,France,400,95,2.3,1.6,16.3,12.8,0,2.2,0.09,0.036,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_labels
off-id-8996001354124,8996001354124,beng-beng extra chocolate&caramel,beng-beng extra chocolate&caramel,beng-beng,en:snacks | en:sweet-snacks | en:biscuits-and-cakes | en:biscuits-and-crackers | en:biscuits | en:bars | en:dietary-supplements | en:wafers,"Glukosa, Gula, _Terigu_, _Susu Bubuk_, Sereal (9,2%), Lemak Nabati (mengandung Antioksidan BHA), Lemak Kakao (7,06%), Kakao Massa (7%), Maltodekstrin, Lemak Susu, Pemanis Alami Sorbitol, Krimer Nabati, Pengemulsi (Lesitin Kedelai), Garam, Pengembang, _Telur Bubuk_, Perisa Sintetik.",en:milk | en:soybeans | id:Susu Bubuk | id:Telur Bubuk | id:Terigu,en:halal | en:Dairy | id:BPOM,en:indonesia,en:indonesia,en:plastic,25 g,20 g,,"Indonesia, Jakarta, PT Mayora Indah Tbk.",,500,25,17.5,65,35,,5,0.125,0.05,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8993351121307,8993351121307,GreenFields Full Cream Milk,GreenFields Full Cream Milk,Greenfields,en:dairies | en:milks-liquid-and-powder | en:milks | en:homogenized-milks | en:pasteurised-products | en:uht-milks | en:whole-milks | en:whole-milk-uht,Susu Segar 100%,en:milk | id:Alergen,en:halal | en:Dairy,en:indonesia,en:indonesia,en:composite-material | en:cardboard | en:tetra-pak | en:brick | en:paperboard | en:tetra-brik-aseptic,950ml,250ml,"Alfamart, Indomaret","Indonesia, Malang, PT Greenfields Indonesia",247.6,60,3.2,2.4,4.4,4.4,0,3.2,0.034,0.034,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8995102708591,8995102708591,Gimbori rumput laut kering tabur,,Mamasuka,,,,,,en:indonesia,,30g,5 g,,,,500,30,0,40,20,20,20,2.6,1.04,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_labels
off-id-8994834000218,8994834000218,Deo Goriorio vanilla,Deo Goriorio vanilla,Siantar top,en:snacks | en:sweet-snacks | en:confectioneries,,,,,en:indonesia,,10g,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_core_nutrition | missing_labels
off-id-8996001526231,8996001526231,WOW Spaghetti - Bolognese,WOW Spaghetti - Bolognese,Mayora,en:plant-based-foods-and-beverages | en:plant-based-foods | en:pastas,,,en:halal,,en:indonesia,,84gr,1 portion (84 g),,,1841.66666666667,428.571428571429,14.2857142857143,7.14285714285714,61.9047619047619,8.33333333333333,4.76190476190476,13.0952380952381,3.03571428571429,1.21428571428571,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients
off-id-8996001600726,8996001600726,,,,en:beverages-and-beverages-preparations | en:beverages | en:waters | en:spring-waters | en:mineral-waters,Water,,en:halal,en:indonesia,en:indonesia,,,330ml,,,0,0,0,0,0,0,0,0,0.00454545454545455,0.00181818181818182,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_product_name | missing_brand
off-id-8852756304145,8852756304145,Honey Crunch Corn Flakes,,Kellogg's,en:plant-based-foods-and-beverages | en:plant-based-foods | en:breakfasts | en:cereals-and-potatoes | en:cereals-and-their-products | en:breakfast-cereals | en:flakes | en:cereal-flakes | en:extruded-cereals | en:extruded-flakes | en:corn-flakes,"Corn (69.3%), Sugar, Peanut (4.3%), Honey (2.2%), lodized Salt, Vitamins (C, B3, A, B6, B12, B2, B1, Folic Acid), Minerals (Ferric Phosphate, Reduced Iron, Zinc Oxide), Antioxidant (Mixed Tocopherol), Cereal Extract.",en:peanuts,,,en:indonesia,,,30 g,,,395,120,5,0.5,83.5,27,2,6,0.3375,0.135,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_labels
off-id-8996006000019,8996006000019,Sosro Tea Original 300Ml,,Sosro,en:beverages-and-beverages-preparations | en:beverages,,,en:halal,,en:indonesia,,300ml,200ml,,,63,15,0,0,0,3.75,0,0,6.25,2.5,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients
off-id-0089686180633,0089686180633,Indo mie Fried noodles,,indomie,en:plant-based-foods-and-beverages | en:plant-based-foods | en:dried-products | en:dried-products-to-be-rehydrated | en:pastas | en:noodles | en:instant-noodles,"Noodles wheat flour (contains gluten), palm olein (contains permitted antioxidant TBHQ), salt, guar gum, contains acidity regulators (potassium carbonate, sodium polyphosphate, sodium carbonate) as permitted food conditioners and contains permitted colouring (tartrazine) Seasoning Powder: Sugar, salt, contains monosodium glutamate, disodium inosinate, disodium guanylate and yeast extract as permitted flavour enhancers, garlic powder, onion powder, artificial chicken flavour, pepper, caramel. Seasoning Oll: Refined palm oil (contains permitted antioxidant TSHQ onion Sweet Soy Sauce: Sugar, water, soy bean, wheat, salt, herbs and spices, sesame oil. Chilli Sauce: Chilli, water, sugar, salt, tapioca starch, contains acidity regulators (acetic acid and citric acid) as permitted food conditioner, herbs, contains monosodium glutamate, disodium inosinate and disodium guanylate as permitted flavour enhancers, flavours, contains permitted preservatives (sodium benzoate and sodium metabisulphite). Fried Onion: Shallot,palm olein (contains permitted antioxidant TBHQ). All additives used are of plant and synthetic origin. Contains: Wheat, soy bean and sesame.",en:gluten | en:sesame-seeds | en:soybeans,,,en:france | en:indonesia,,,1 serving (85 g),,,1956.94117647059,465.882352941176,20.1176470588235,,59.8823529411765,8,2.82352941176471,10.1176470588235,2.45,0.98,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_labels
off-id-8993175535885,8993175535885,Nabati Wafer Cokelat,Nabati Wafer Cokelat,Richoco,en:snacks | en:sweet-snacks | en:biscuits-and-cakes | en:biscuits-and-crackers | en:biscuits | en:wafers | en:chocolate-biscuits,"Wheat Floour, Sugar, Vegetable Oil (Contain Antioxidant TBHQ), Cocoa Powder 17,9%, Whey Powder, Emulsifier Soy Lecithin, Leavening Agent Sodium Bicarbonate, Vitamin (A, B2, B12, E)",en:milk | en:soybeans,en:halal | en:Snack Food Association,en:indonesia,en:indonesia,en:plastic,37 g,15g,"Carrefour, Giant","Indonesia, Sumedang",2100,466.666666666667,20,6.66666666666667,73.3333333333333,33.3333333333333,,6.66666666666667,0.423333333333333,0.169333333333333,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8997009510017,8997009510017,12001004 You C1000 Vitamin Lemon,12001004 You C1000 Vitamin Lemon,You C1000,en:beverages-and-beverages-preparations | en:beverages | en:waters | en:vitamin-waters,"Gula, Fruktosa, Sari Buah Kurang Dari 10% Yang Berasal Dari Jus Buah Lemon Segar, Vitamin C (Ascorbic Acid, Sodium Ascorbate), Vitamin B1 (Dibenzoil Thiamine HCL), Vitamin E (d-α-tocopherol dari kedelai), Niacin (Niacinamide), Lemon Flavour, Pengatur Keasaman, Pewarna Kuning Benibana (Safflower), Air sampai dengan 140 ml",en:soybeans,en:halal,en:japan,en:indonesia,en:bottle-or-vial | en:bottle,140 ml,140ml,,"Indonesia, Sukabumi",194.285714285714,50,0,0,11.4285714285714,11.4285714285714,0,0,0.178571428571429,0.0714285714285714,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8999999002503,8999999002503,Kecap Manis,Kecap Manis,Bango,en:condiments | en:sauces | en:soy-sauces | en:groceries,"Extrait de soja noir, eau. sucre,  sel",en:soybeans,en:halal,en:indonesia,en:france | en:indonesia,en:plastic | es:botella-de-plastico,275 ml,15 ml,,Indonesia,1331.1,312,0,0,76,74,,2.3,11.25,4.5,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8993175538572,8993175538572,Nabati Bites: Rasa keju,Nabati Bites: Rasa keju,Pt. Kaldu Sari Nabati Indonesia,en:snacks,"Tepung Terigu, Gula, Minyak Nabati (mengandung Antioksidan TBHQ), Whey Bubuk, Keju Bubuk 3% (mengandung Penguat Rasa Mononatrium Glutamat dan Dinatrium-5'ribonukleotida, Pewarna Sintetik (Ponceau 4R Cl 16255 dan Kuning FCF Cl 15985)), Pati Jagung, Garam, Pengemulsi Lesitin Kedelai, Pengembang, Penguat Rasa Mononatrium Glutamat, Vitamin (A, B1, B2, B6, B12), Pewarna Sintetik Kuning FCF CI 15985.",en:milk,en:halal,,en:indonesia,,112 gram,15 gram,,,293,70,2.5,1,11,5,,1,0.065,0.026,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8998866500708,8998866500708,Floridina Orange 350ML,,wings food,en:beverages-and-beverages-preparations | en:plant-based-foods-and-beverages | en:beverages | en:fruit-based-foods-and-beverages | en:plant-based-beverages | en:fruit-based-beverages | en:juices-and-nectars | en:fruit-juices | en:fruit-juices-from-concentrate | en:orange-juices | en:orange-juices-from-concentrate,"Air, gule, bulir i sirup fruktosa, konsentrat jeruk (2%) gandung sari buah 11%), pengatur keasaman, min C, perisa sintetik jeruk (mengandung antioksidan tokoferol), penstabil nabati, pewarna alam Beta-karoten (sintetik) CL No. 40800 Gmengandung antioksidan tokoferol)",,,,en:french-polynesia | en:indonesia,,350ml,175ml,,,204,45.7142857142857,0,0,12,10.8571428571429,,0,0.0142857142857143,0.00571428571428571,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_labels
off-id-8998009010248,8998009010248,Ultra Milk Stroberi 250 ml E-1B,,Ultra Jaya,,RH 30,,,,en:indonesia,,4,1 serving (250 g),,,826.8,56,17.2,,8.8,6.8,,2.4,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_labels
off-id-8998009020216,8998009020216,Buavita Lychee 245ml,,,,RH 30,,,,en:indonesia,,1,250.0g,,,,52,,,12,,50,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_brand | missing_labels
off-id-8996006858016,8996006858016,Tehbotol sosro original,Tehbotol Sosro btl,teh botol sosro,en:Dirinks,"INFORMASI NILAI GRAINNI Takaran Sa 250ml/Serving Se 250 Junlah Saan per Botal Serving Stepr JUMLAN PER SAJAN/AMUNT P Enerd Total 80 Calories Lenank Total/Total Fot Protein/Protein Karbohidrat Total/Ttal Car Gua/Suors Natrum/Sod Persen ANG bendesarn n energi anda mungkin lebilb tig e Percent Daily Values are based on 2150 de volues may be higher or lower depending on o Kamposicic Air,Gula, Teh Melati, dan Antiksidan (sam Ackarta) Ingredients: nd Antiondat",,en:Drinks,en:tea,en:indonesia,en:bottle,350 ml,350ml,,indonesia,,80,0,0,19,18,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8998666001726,8998666001726,kopiko twin (w) blanca 40g,,PT Torabika Eka Semesta,en:beverages-and-beverages-preparations | en:plant-based-foods-and-beverages | en:beverages | en:plant-based-foods | en:dairy-substitutes | en:coffees | en:creamer | en:sweetened-beverages,"Non-dairy Creamer (Glucose Syrup, Hydrogenated Vegetable Fat (Coconut Oil), Sodium caseinate, Stabilizer (Dipotassium phosphate), Stabilier (Sodium Polyphosphate), Emulsifier (Sodium Stearoyl Lactylate), Anticaking Agent (Silicon Dioxide), Sugar, Instant coffee, Artificial flavor, Skim milk powder, Cocoa powder, Malt extract powder, Sucralose",en:gluten | en:milk,en:halal,en:indonesia,en:indonesia | en:philippines,en:pt-torabika-eka-semesta,52g,1 sachet (26g),,jakarta-indonesia,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_core_nutrition
off-id-8997014450421,8997014450421,Gold slices,,Prochiz,en:dairies | en:fermented-foods | en:fermented-milk-products | en:cheeses,,,,,en:indonesia,,,1 portion (24 g),,,1350,333.333333333333,25,10.4166666666667,20.8333333333333,,,4.16666666666667,3.64583333333333,1.45833333333333,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_labels
off-id-8993007000680,8993007000680,Indomilk UHT Full Cream Plain,Indomilk Uht Full Cream 1LT,Indofood Nutrition,en:dairies | en:milks-liquid-and-powder | en:milks | en:homogenized-milks | en:pasteurised-products | en:uht-milks,"_Fresh Milk_-70%,
water,
_skim milk powder_,
_full cream milk powder_,
plant origin stabilizer.",en:milk | en:Fresh Milk | en:full cream milk powder | en:skim milk powder,en:fsc | en:halal | en:fsc-mix,en:indonesia,en:indonesia,,1L,250 g,,,,60,3.2,1.4,5.2,4.4,,3.2,0.052,0.0208,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8997009781110,8997009781110,Hydro Coco ori,,Kalbe,en:beverages-and-beverages-preparations | en:plant-based-foods-and-beverages | en:beverages | en:plant-based-foods | en:fruit-based-foods-and-beverages | en:fruits-and-vegetables-based-foods | en:fruit-based-foods | en:plant-based-beverages | en:fruit-based-beverages | en:coconuts-and-their-products | en:coconut-waters,"Coconut Water (97%), Cane Sugar, Synthetic Flavour, Vegetable Stabilizer, Acidity Regulator",,en:halal | en:no-preservatives,en:Coconut from indonesia,en:indonesia,en:tetra-pak | en:box-carton,500ml,1 portion (250 ml),,Indonesia,319,60,0,0,15,7,8,0,0,0,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8992696420557,8992696420557,Nescafe Original,,Nestlé,en:beverages-and-beverages-preparations | en:plant-based-foods-and-beverages | en:beverages | en:plant-based-foods | en:beverage-preparations | en:instant-beverages | en:coffees | en:instant-coffees | en:Kopi,"energi total, energi dari lemak, lemak total, lemak jenuh, protein, karbohidrat total, gula, garam",,en:Natrional compass,en:blBandar Lampung,en:indonesia,en:plastic,"17,5",17.5g,,PT. Nestle Indonesia,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_core_nutrition
off-id-8998009020186,8998009020186,Buavita Juice Jambu 245ml,,Uniliver,en:Juice,"KOMPOSISI Air, Sari Buah Jambu (30.6%), Sari Buah Pir (8.02%), Sukrosa, Maltodekstrin, Penstabil Nabati, Perisa Sintetik Jambu, Garam, Vitamin C, Pengatur Keasaman Asam Sitrat, Pewarna Alami Karmin Cl. No. 75470, Pemanis Alami Glikosida Steviol, Vitamin A (Mengandung Antioksidan Alfa Tokoferol), dan Vitamin B1
Tanpa Pengawet, Tanpa Pewarna Sintetik, Tanpa Pemanis Buatan.",,en:halal | en:no-preservatives,en:indonesia,en:indonesia,en:plastic | en:container | en:other-plastics | en:sig,RH. 30,250ml,,,,120,0,0,30,23,,0,0.065,0.026,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8904071700918,8904071700918,Mix Farsan,Mix Farsan,,,,,,,en:indonesia,,5,,,,,590,42.3,19,38.7,2.3,7.4,13.6,0,0,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_brand | missing_labels
off-id-8904071702462,8904071702462,Behel Mix,,,,,,,,en:indonesia,,400,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_brand | missing_core_nutrition | missing_labels
off-id-8904198800133,8904198800133,Chips - Tingling Tomato,Chips - Tingling Tomato,,,,,,,en:indonesia,,40,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_brand | missing_core_nutrition | missing_labels
off-id-8904071700864,8904071700864,Nylon Sev,,Chheda's,en:snacks,"Gram Flour 65%, Palm Oil 27.2 %, Edible Starch 6%, Salt 1.8% INGRÉDIENTS: Farine de pois chiches 65%, Huile de palme 27.2%, midon comestible 6%, Sel 1.8% ٦٥% زيت نخيل ٢٧,٢ ، نشا طعام ٦ المكونات: دقيق حمص ، ملح %١,٨",,,,en:indonesia,,170g,,,,90,540,350,18,37,0,3,10,0,0,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_labels
off-id-8998009010231,8998009010231,SUSU ULTRA MILK  COKLAT 250ML,UHT Rasa Cokelat,Ultra jaya,en:beverages-and-beverages-preparations | en:beverages | en:dairies | en:dairy-drinks,"Fresh Milk (90%), Sugar, Whole Milk Powder, Skim Milk Powder, Cocoa Powder (0,75%), Vegetable Stabilizer, Chocolate Synthetic Flavor (Contains Natural Color Caramel Class MV, Salt. Contains No Preservatives, No Artificial Sweetener, No Synthetic Color.",en:milk,en:fsc | en:halal | en:no-artificial-sweeteners | en:no-preservatives | en:fsc-mix,,en:indonesia,,250ml,200 ml,,,,80,2,1.5,12,9.5,,3,0.05625,0.0225,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,
off-id-8994834000331,8994834000331,Go potato,Go potato,,,,,en:halal,,en:indonesia,,,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_brand | missing_core_nutrition
off-id-0089686180626,0089686180626,Indomie Mi Goreng Original,,indomie,en:plant-based-foods-and-beverages | en:plant-based-foods | en:dried-products | en:dried-products-to-be-rehydrated | en:pastas | en:noodles | en:instant-noodles,,,en:halal,,en:indonesia | en:malaysia,,80 g,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_ingredients | missing_core_nutrition
off-id-8997225200051,8997225200051,Greensand lime apple,Greensand lime apple,green sands,en:beverages-and-beverages-preparations | en:beverages | en:non-alcoholic-beverages | en:carbonated-drinks | en:soft-drinks | en:sodas,"air berkarbonasi 
gula 
perisa alami malt (mengandung pewarna alami karamel kelas IV)
SARI BUAH jeruk nipis (0,56%)
sari buah apel (0,43%)
perisa sintetik apel jeruk nipis",,,,en:indonesia,,1,250 ml,,,147.024,36,0,0,8.8,8.4,0,0,0.004,0.0016,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_labels
off-id-9556001295248,9556001295248,Nescafee ice black 220ml,Nescafee ice black 220ml,,,RH-30,,,,en:indonesia,,1,,,,,,,,,,,,,,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_brand | missing_core_nutrition | missing_labels
off-id-9556001288547,9556001288547,Nescafe cappucino 220ml,Nescafe cappucino 220ml,Nescafe,en:beverages-and-beverages-preparations | en:plant-based-foods-and-beverages | en:plant-based-foods | en:beverage-preparations | en:instant-beverages | en:coffees | en:instant-coffees,RH-30,,,,en:indonesia,,220ml,220 ml,,,237.272727272727,54.5454545454545,1.81818181818182,1.59090909090909,9.09090909090909,6.36363636363636,,0.909090909090909,0.119318181818182,0.0477272727272727,https://world.openfoodfacts.org/data,https://world.openfoodfacts.org/api/v2/search,2026-09-15T06:21:10.655304+00:00,community-contributed product label database,Open Database License (ODbL); individual contents under Database Contents License (DbCL),source-recorded; not independently label-verified,medium,missing_labels
