Food Code,Food Name,Group,Number,Type,accessed_at,confidence_level,record_id,source_type,source_url,verification_status
CP022,"Coconut, bungkil",Grains and Legumes,229,Processed/Products,2026-09-15T06:22:31.315739+00:00,high,panganku-ifct-229,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER032,Common guava,Fruits,230,Raw,2026-09-15T06:22:31.315742+00:00,high,panganku-ifct-230,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR025,"Common purslane leaves, fresh",Vegetables,231,Raw,2026-09-15T06:22:31.315746+00:00,high,panganku-ifct-231,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER080,"Cooking plantain, fresh",Fruits,232,Raw,2026-09-15T06:22:31.315749+00:00,high,panganku-ifct-232,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NR020,"Coriander, dried",Herbs and Spices,233,Raw,2026-09-15T06:22:31.315752+00:00,high,panganku-ifct-233,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP051,Corn gerontol,Cereals,234,Processed/Products,2026-09-15T06:22:31.315756+00:00,high,panganku-ifct-234,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP009,Corn rice,Cereals,235,Processed/Products,2026-09-15T06:22:31.315759+00:00,high,panganku-ifct-235,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AR006,"Corn rice, white, dried, raw",Cereals,236,Raw,2026-09-15T06:22:31.315763+00:00,high,panganku-ifct-236,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AR005,"Corn rice, yellow, dried, raw",Cereals,237,Raw,2026-09-15T06:22:31.315766+00:00,high,panganku-ifct-237,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP052,Corn titi,Cereals,238,Processed/Products,2026-09-15T06:22:31.315769+00:00,high,panganku-ifct-238,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP008,"Corn vermicelli, raw",Cereals,239,Processed/Products,2026-09-15T06:22:31.315772+00:00,high,panganku-ifct-239,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AR017,"Corn, shelled, variant harapan, dried",Cereals,240,Raw,2026-09-15T06:22:31.315776+00:00,high,panganku-ifct-240,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AR018,"Corn, shelled, variant metro, dried",Cereals,241,Raw,2026-09-15T06:22:31.315779+00:00,high,panganku-ifct-241,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP013,"Corn, white, flour",Cereals,242,Processed/Products,2026-09-15T06:22:31.315782+00:00,high,panganku-ifct-242,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP011,"Corn, yellow, flour",Cereals,243,Processed/Products,2026-09-15T06:22:31.315786+00:00,high,panganku-ifct-243,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP012,"Corn, yellow, shelled, boiled",Cereals,244,Processed/Products,2026-09-15T06:22:31.315789+00:00,high,panganku-ifct-244,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AR016,"Corn, yellow, shelled, dried, raw",Cereals,245,Raw,2026-09-15T06:22:31.315793+00:00,high,panganku-ifct-245,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP010,"Corn, young, boiled",Cereals,246,Processed/Products,2026-09-15T06:22:31.315796+00:00,high,panganku-ifct-246,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP019,Cornstarch,Cereals,247,Processed/Products,2026-09-15T06:22:31.315799+00:00,high,panganku-ifct-247,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR040,"Cosmos leaves, fresh",Vegetables,248,Raw,2026-09-15T06:22:31.315802+00:00,high,panganku-ifct-248,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP044,"Coto mangkasara, beef, dish",Meat and Poultry,249,Processed/Products,2026-09-15T06:22:31.315806+00:00,high,panganku-ifct-249,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP043,"Coto mangkasara, horse, dish",Meat and Poultry,250,Processed/Products,2026-09-15T06:22:31.315809+00:00,high,panganku-ifct-250,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
JR006,"Cow milk, fresh",Milk and Dairy Products,251,Raw,2026-09-15T06:22:31.315812+00:00,high,panganku-ifct-251,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR038,"Crab, fresh",Fish and Other Seafood,252,Raw,2026-09-15T06:22:31.315815+00:00,high,panganku-ifct-252,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
JR001,"Cream, fresh",Milk and Dairy Products,253,Raw,2026-09-15T06:22:31.315819+00:00,high,panganku-ifct-253,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP004,"Crocodile, meat, jerked meat, raw",Meat and Poultry,254,Processed/Products,2026-09-15T06:22:31.315822+00:00,high,panganku-ifct-254,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR110,"Cucumber (krai), fresh",Vegetables,255,Raw,2026-09-15T06:22:31.315826+00:00,high,panganku-ifct-255,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR109,"Cucumber, fresh",Vegetables,256,Raw,2026-09-15T06:22:31.315829+00:00,high,panganku-ifct-256,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
HP006,"Cucuru bayau, dish",Eggs,257,Processed/Products,2026-09-15T06:22:31.315832+00:00,high,panganku-ifct-257,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR015,"Cyprinid fish, fresh",Fish and Other Seafood,258,Raw,2026-09-15T06:22:31.315835+00:00,high,panganku-ifct-258,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR032,"Cyprinid freshwater fish, fresh",Fish and Other Seafood,259,Raw,2026-09-15T06:22:31.315838+00:00,high,panganku-ifct-259,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP010,"Deer, meat, jerked meat, raw",Meat and Poultry,260,Processed/Products,2026-09-15T06:22:31.315841+00:00,high,panganku-ifct-260,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR069,"Dillenia leaves, fresh",Vegetables,261,Raw,2026-09-15T06:22:31.315845+00:00,high,panganku-ifct-261,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR093,"Djenkol, fresh",Vegetables,262,Raw,2026-09-15T06:22:31.315848+00:00,high,panganku-ifct-262,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP045,"Djibokum, dish",Meat and Poultry,263,Processed/Products,2026-09-15T06:22:31.315851+00:00,high,panganku-ifct-263,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NP012,Dobo belachan,Herbs and Spices,264,Processed/Products,2026-09-15T06:22:31.315855+00:00,high,panganku-ifct-264,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP023,Dodol (taffy) banjarmasin,Grains and Legumes,265,Processed/Products,2026-09-15T06:22:31.315858+00:00,high,panganku-ifct-265,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP043,Dodol bali,Cereals,266,Processed/Products,2026-09-15T06:22:31.315862+00:00,high,panganku-ifct-266,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP044,Dodol galamai,Cereals,267,Processed/Products,2026-09-15T06:22:31.315866+00:00,high,panganku-ifct-267,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP045,Dodol kedondong,Cereals,268,Processed/Products,2026-09-15T06:22:31.315870+00:00,high,panganku-ifct-268,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP046,Dodol manado,Cereals,269,Processed/Products,2026-09-15T06:22:31.315874+00:00,high,panganku-ifct-269,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
HR008,"Domestic duck egg, fresh",Eggs,270,Raw,2026-09-15T06:22:31.315877+00:00,high,panganku-ifct-270,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
EP011,Dried banana,Fruits,271,Processed/Products,2026-09-15T06:22:31.315881+00:00,high,panganku-ifct-271,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
EP012,"Dried banana, cilacap",Fruits,272,Processed/Products,2026-09-15T06:22:31.315884+00:00,high,panganku-ifct-272,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
MP017,Dried black tea leaves,Convectionery,273,Processed/Products,2026-09-15T06:22:31.315887+00:00,high,panganku-ifct-273,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
MP016,Dried green tea leaves,Convectionery,274,Processed/Products,2026-09-15T06:22:31.315890+00:00,high,panganku-ifct-274,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
MP018,Dried jasmine tea leaves,Convectionery,275,Processed/Products,2026-09-15T06:22:31.315894+00:00,high,panganku-ifct-275,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
EP010,Dried persimmon,Fruits,276,Processed/Products,2026-09-15T06:22:31.315898+00:00,high,panganku-ifct-276,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NP007,Dried shrimp paste,Herbs and Spices,277,Processed/Products,2026-09-15T06:22:31.315901+00:00,high,panganku-ifct-277,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP051,"Dried shrimp, raw",Fish and Other Seafood,278,Processed/Products,2026-09-15T06:22:31.315904+00:00,high,panganku-ifct-278,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FR013,"Duck (alabio), meat, fresh",Meat and Poultry,279,Raw,2026-09-15T06:22:31.315907+00:00,high,panganku-ifct-279,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP006,"Duck (alabio), meat, jerked meat, raw",Meat and Poultry,280,Processed/Products,2026-09-15T06:22:31.315910+00:00,high,panganku-ifct-280,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
HP003,"Duck egg, omelette, dish",Eggs,281,Processed/Products,2026-09-15T06:22:31.315913+00:00,high,panganku-ifct-281,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
HP002,"Duck egg, salted, raw",Eggs,282,Processed/Products,2026-09-15T06:22:31.315916+00:00,high,panganku-ifct-282,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
HR007,"Duck egg, white (albumen), fresh",Eggs,283,Raw,2026-09-15T06:22:31.315919+00:00,high,panganku-ifct-283,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
HR006,"Duck egg, yolk, fresh",Eggs,284,Raw,2026-09-15T06:22:31.315923+00:00,high,panganku-ifct-284,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FR012,"Duck, meat, fresh",Meat and Poultry,285,Raw,2026-09-15T06:22:31.315926+00:00,high,panganku-ifct-285,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP003,"Duck, meat, fried",Meat and Poultry,286,Processed/Products,2026-09-15T06:22:31.315929+00:00,high,panganku-ifct-286,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER023,"Durian, fresh",Fruits,287,Raw,2026-09-15T06:22:31.315933+00:00,high,panganku-ifct-287,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR156,"Dutch eggplant, fresh",Vegetables,288,Raw,2026-09-15T06:22:31.315936+00:00,high,panganku-ifct-288,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP075,Eclairs,Cereals,289,Processed/Products,2026-09-15T06:22:31.315939+00:00,high,panganku-ifct-289,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CR016,"Edible-podded pea, fresh",Grains and Legumes,290,Raw,2026-09-15T06:22:31.315943+00:00,high,panganku-ifct-290,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR102,"Edible-podded pea, unripe, fresh",Vegetables,291,Raw,2026-09-15T06:22:31.315946+00:00,high,panganku-ifct-291,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP059,"Eel jerky, fried",Fish and Other Seafood,292,Processed/Products,2026-09-15T06:22:31.315949+00:00,high,panganku-ifct-292,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP002,"Eel, fried",Fish and Other Seafood,293,Processed/Products,2026-09-15T06:22:31.315952+00:00,high,panganku-ifct-293,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR012,"Eel, saltwater, fresh",Fish and Other Seafood,294,Raw,2026-09-15T06:22:31.315956+00:00,high,panganku-ifct-294,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
HP007,"Egg kalio, dish",Eggs,295,Processed/Products,2026-09-15T06:22:31.315959+00:00,high,panganku-ifct-295,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP082,Egg pempek,Fish and Other Seafood,296,Processed/Products,2026-09-15T06:22:31.315962+00:00,high,panganku-ifct-296,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP063,Egg tofu,Grains and Legumes,297,Processed/Products,2026-09-15T06:22:31.315965+00:00,high,panganku-ifct-297,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR154,"Eggplant, fresh",Vegetables,298,Raw,2026-09-15T06:22:31.315968+00:00,high,panganku-ifct-298,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP082,Egyptian martabak,Cereals,299,Processed/Products,2026-09-15T06:22:31.315972+00:00,high,panganku-ifct-299,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BR024,"Elephant foot, yam, fresh",Starchy Roots & Tubers,300,Raw,2026-09-15T06:22:31.315975+00:00,high,panganku-ifct-300,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP009,"Elephant foot, yam, steamed",Starchy Roots & Tubers,301,Processed/Products,2026-09-15T06:22:31.315978+00:00,high,panganku-ifct-301,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP046,"Empal (meat), Fried, dish",Meat and Poultry,302,Processed/Products,2026-09-15T06:22:31.315981+00:00,high,panganku-ifct-302,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP024,Emping (melinjo chips),Grains and Legumes,303,Processed/Products,2026-09-15T06:22:31.315984+00:00,high,panganku-ifct-303,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR086,Encik mushroom,Vegetables,304,Raw,2026-09-15T06:22:31.315988+00:00,high,panganku-ifct-304,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR004,"Endive, fresh",Vegetables,305,Raw,2026-09-15T06:22:31.315991+00:00,high,panganku-ifct-305,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP026,"Enting-enting gepuk, brand hello kity",Grains and Legumes,306,Processed/Products,2026-09-15T06:22:31.315994+00:00,high,panganku-ifct-306,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP027,"Enting-enting gepuk, peanut",Grains and Legumes,307,Processed/Products,2026-09-15T06:22:31.315997+00:00,high,panganku-ifct-307,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP028,"Enting-enting, sesame",Grains and Legumes,308,Processed/Products,2026-09-15T06:22:31.316001+00:00,high,panganku-ifct-308,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR054,"European carp, fresh",Fish and Other Seafood,309,Raw,2026-09-15T06:22:31.316004+00:00,high,panganku-ifct-309,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP078,Featherback pempek,Fish and Other Seafood,310,Processed/Products,2026-09-15T06:22:31.316008+00:00,high,panganku-ifct-310,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NP001,Fermented baby shrimp / Balichong,Herbs and Spices,311,Processed/Products,2026-09-15T06:22:31.316011+00:00,high,panganku-ifct-311,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NP002,Fermented fish / Bekasam,Herbs and Spices,312,Processed/Products,2026-09-15T06:22:31.316014+00:00,high,panganku-ifct-312,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP033,Fern curry,Vegetables,313,Processed/Products,2026-09-15T06:22:31.316018+00:00,high,panganku-ifct-313,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR059,"Fern leaves, fresh",Vegetables,314,Raw,2026-09-15T06:22:31.316021+00:00,high,panganku-ifct-314,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AR009,"Field rice, raw",Cereals,315,Raw,2026-09-15T06:22:31.316024+00:00,high,panganku-ifct-315,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP061,Fillet o-fish,Fish and Other Seafood,316,Processed/Products,2026-09-15T06:22:31.316028+00:00,high,panganku-ifct-316,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NR009,"Fingerroot, fresh",Herbs and Spices,317,Raw,2026-09-15T06:22:31.316031+00:00,high,panganku-ifct-317,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
HP004,"Fish egg, salted, raw",Eggs,318,Processed/Products,2026-09-15T06:22:31.316035+00:00,high,panganku-ifct-318,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
KR005,Fish fat,Fat and Oil,319,Raw,2026-09-15T06:22:31.316038+00:00,high,panganku-ifct-319,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP065,"Fish gulai, dish",Fish and Other Seafood,320,Processed/Products,2026-09-15T06:22:31.316042+00:00,high,panganku-ifct-320,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
KR008,Fish oil,Fat and Oil,321,Raw,2026-09-15T06:22:31.316045+00:00,high,panganku-ifct-321,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NP006,Fish paste (petis),Herbs and Spices,322,Processed/Products,2026-09-15T06:22:31.316048+00:00,high,panganku-ifct-322,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP038,"Fish, ground, raw",Fish and Other Seafood,323,Processed/Products,2026-09-15T06:22:31.316051+00:00,high,panganku-ifct-323,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR077,"Flying fish, fresh",Fish and Other Seafood,324,Raw,2026-09-15T06:22:31.316054+00:00,high,panganku-ifct-324,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR063,"Football fruit leaves, fresh",Vegetables,325,Raw,2026-09-15T06:22:31.316058+00:00,high,panganku-ifct-325,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP057,Forno sago,Starchy Roots & Tubers,326,Processed/Products,2026-09-15T06:22:31.316061+00:00,high,panganku-ifct-326,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
HR001,"Free-range egg, fresh",Eggs,327,Raw,2026-09-15T06:22:31.316065+00:00,high,panganku-ifct-327,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP070,Fried pangasius,Fish and Other Seafood,328,Processed/Products,2026-09-15T06:22:31.316068+00:00,high,panganku-ifct-328,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP020,Fried tilapia,Fish and Other Seafood,329,Processed/Products,2026-09-15T06:22:31.316072+00:00,high,panganku-ifct-329,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR042,"Frog, fresh",Fish and Other Seafood,330,Raw,2026-09-15T06:22:31.316075+00:00,high,panganku-ifct-330,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BR007,"Gadeng/Gadung, dried",Starchy Roots & Tubers,331,Raw,2026-09-15T06:22:31.316079+00:00,high,panganku-ifct-331,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP031,Gado-gado,Vegetables,332,Processed/Products,2026-09-15T06:22:31.316082+00:00,high,panganku-ifct-332,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP035,"Gadung, chips",Starchy Roots & Tubers,333,Processed/Products,2026-09-15T06:22:31.316085+00:00,high,panganku-ifct-333,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BR008,"Gadung, yam, fresh",Starchy Roots & Tubers,334,Raw,2026-09-15T06:22:31.316089+00:00,high,panganku-ifct-334,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP006,"Gadung, yam, steamed",Starchy Roots & Tubers,335,Processed/Products,2026-09-15T06:22:31.316092+00:00,high,panganku-ifct-335,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NR010,"Galangal, fresh",Herbs and Spices,336,Raw,2026-09-15T06:22:31.316095+00:00,high,panganku-ifct-336,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CR009,"Galing nut, fresh",Grains and Legumes,337,Raw,2026-09-15T06:22:31.316098+00:00,high,panganku-ifct-337,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
